Business Name,Address Line 1,Address Line 2,Address Line 3,Postcode,Business Type ID,Business Type Description,Food Hygiene Rating Scheme ID,Food Hygiene Rating Scheme Type,Hygiene Score,Structural Score,Confidence In Management Score,Rating Value,Rating Date,New Rating Pending,Local Authority Business ID,Local Authority Code,Local Authority Name,Local Authority Email Address,Local Authority Website,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location,Organisation URI,:@computed_region_hxwp_gyfc,:@computed_region_6i9a_26nj
Sushi & More,9 Northways Parade,Finchley Road,,NW3 5EN,1,Restaurant/Cafe/Canteen,426131,FHRS,,,,5,05/03/2019,False,67495,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000133,Frognal and Fitzjohns,526631,184430,-0.175266,51.544561,Unknown,12/01/2020,"(51.544561, -0.175266)",http://opendatacommunities.org/id/london-borough-council/camden,6,42
"Mama Tek, Catering",,,,,4613,Retailers - other,1155683,FHRS,15,10,20,1,24/06/2019,False,196001,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,12/01/2020,,http://opendatacommunities.org/id/london-borough-council/camden,,
Wasabi,,185 Camden High Street,,NW1 7JY,7844,Takeaway/sandwich shop,1016149,FHRS,5,5,0,5,27/02/2019,False,183008,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528901,183828,-0.142769,51.538637,Unknown,12/01/2020,"(51.538637, -0.142769)",http://opendatacommunities.org/id/london-borough-council/camden,3,22
Marinas Fish and Chips,,3 Langtry Walk,,NW8 0DU,4613,Retailers - other,423866,FHRS,10,15,10,2,31/01/2019,False,14051,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000140,Kilburn,526342,184006,-0.179583,51.540824,Unknown,12/01/2020,"(51.540824, -0.179583)",http://opendatacommunities.org/id/london-borough-council/camden,13,93
J Sainsburys Plc,"Unit 1a, The O2 Centre",255 Finchley Road,,NW3 6LU,7840,Retailers - supermarkets/hypermarkets,424475,FHRS,10,5,0,4,11/02/2019,False,24168,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,526196,184796,-0.181404,51.547947,Unknown,12/01/2020,"(51.547947, -0.181404)",http://opendatacommunities.org/id/london-borough-council/camden,18,131
The Old Eagle Public House,,251 Royal College Street,,NW1 9LU,7843,Pub/bar/nightclub,425100,FHRS,0,5,10,4,05/07/2016,False,4764,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,529119,184294,-0.139456,51.542784,Unknown,12/01/2020,"(51.542784, -0.139456)",http://opendatacommunities.org/id/london-borough-council/camden,3,15
The Polish Bar (Na Zdrowie),,6 Little Turnstile,,WC1V 7DX,7843,Pub/bar/nightclub,424696,FHRS,5,5,10,4,26/01/2017,False,30976,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530611,181503,-0.118988,51.51735,Unknown,12/01/2020,"(51.51735, -0.118988)",http://opendatacommunities.org/id/london-borough-council/camden,11,73
Basilico,,515a Finchley Road,,NW3 7BB,1,Restaurant/Cafe/Canteen,1022438,FHRS,15,5,10,2,05/06/2018,False,193937,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000132,Fortune Green,525449,185501,-0.191921,51.55445,Unknown,12/01/2020,"(51.55445, -0.191921)",http://opendatacommunities.org/id/london-borough-council/camden,5,36
Osborne's,Russell Square Underground Sta,Bernard Street,,WC1N 1LJ,4613,Retailers - other,425785,FHRS,5,5,5,5,05/12/2017,False,60912,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,530201,182121,-0.124651,51.522999,Unknown,12/01/2020,"(51.522999, -0.124651)",http://opendatacommunities.org/id/london-borough-council/camden,2,14
The House of Ho,,1 Percy Street,,W1T 1DB,1,Restaurant/Cafe/Canteen,1003607,FHRS,15,10,10,2,25/06/2019,True,183820,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529560,181539,-0.134114,51.517916,Unknown,12/01/2020,"(51.517916, -0.134114)",http://opendatacommunities.org/id/london-borough-council/camden,2,9
Lantana In,,13 Charlotte Place,,W1T 1SN,1,Restaurant/Cafe/Canteen,425662,FHRS,0,5,0,5,17/12/2019,False,59088,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529431,181653,-0.13593,51.51897,Unknown,12/01/2020,"(51.51897, -0.13593)",http://opendatacommunities.org/id/london-borough-council/camden,2,9
Devonshire House School,,2 Arkwright Road,,NW3 6AE,7845,School/college/university,424040,FHRS,0,5,5,5,24/09/2018,False,20065,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000133,Frognal and Fitzjohns,526456,185414,-0.177435,51.553443,Unknown,12/01/2020,"(51.553443, -0.177435)",http://opendatacommunities.org/id/london-borough-council/camden,6,38
Feng Sushi,,280 West End Lane,,NW6 1LJ,1,Restaurant/Cafe/Canteen,552770,FHRS,5,5,10,4,23/01/2019,False,73910,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,525467,185206,-0.191761,51.551801,Unknown,12/01/2020,"(51.551801, -0.191761)",http://opendatacommunities.org/id/london-borough-council/camden,18,128
Odeon Ltd,,135-149 Shaftesbury Avenue,,WC2H 8AH,1,Restaurant/Cafe/Canteen,423810,FHRS,0,5,0,5,30/11/2017,False,13223,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,529977,181150,-0.128236,51.514325,Unknown,12/01/2020,"(51.514325, -0.128236)",http://opendatacommunities.org/id/london-borough-council/camden,11,78
Sainsbury's Supermarket Ltd,,76-77 Chalk Farm Road,,NW1 8AN,7840,Retailers - supermarkets/hypermarkets,424846,FHRS,,,,1,21/08/2018,False,36578,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000136,Haverstock,528305,184359,-0.151164,51.543545,Unknown,12/01/2020,"(51.543545, -0.151164)",http://opendatacommunities.org/id/london-borough-council/camden,9,63
Beats Burgers,,9 Camden High Street,,NW1 7JE,1,Restaurant/Cafe/Canteen,1206181,FHRS,25,25,30,0,04/11/2019,False,197796,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,529157,183403,-0.139235,51.534768,Unknown,12/01/2020,"(51.534768, -0.139235)",http://opendatacommunities.org/id/london-borough-council/camden,15,106
The Post Office,,91 Regent's Park Road,,NW1 8UR,4613,Retailers - other,425271,FHRS,0,0,0,5,03/06/2016,False,5304,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,527953,184199,-0.156295,51.542187,Unknown,12/01/2020,"(51.542187, -0.156295)",http://opendatacommunities.org/id/london-borough-council/camden,3,18
Lokhandwala,,93 Charlotte Street,,W1T 4PY,1,Restaurant/Cafe/Canteen,1105505,FHRS,10,15,20,1,18/02/2019,False,195046,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529342,181826,-0.137149,51.520545,Unknown,12/01/2020,"(51.520545, -0.137149)",http://opendatacommunities.org/id/london-borough-council/camden,2,10
Chalk Farm Kiosk,Chalk Farm Underground Station,Haverstock Hill,,NW3 2BP,4613,Retailers - other,424026,FHRS,,,,Exempt,06/06/2017,False,20012,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000136,Haverstock,528126,184422,-0.153707,51.544152,Unknown,12/01/2020,"(51.544152, -0.153707)",http://opendatacommunities.org/id/london-borough-council/camden,9,65
Scoff & Banter Bloomsbury at Kenilworth Hotel,,94-97 Great Russell Street,,WC1B 3LB,7842,Hotel/bed & breakfast/guest house,423737,FHRS,0,0,5,5,14/07/2017,False,11342,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529979,181560,-0.12807,51.518017,Unknown,12/01/2020,"(51.518017, -0.12807)",http://opendatacommunities.org/id/london-borough-council/camden,2,14
Camden Food Company,"Unit 19, Euston Station",Eversholt Street,,NW1 2DU,7844,Takeaway/sandwich shop,424672,FHRS,0,5,5,5,27/11/2019,False,30579,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,529587,182736,-0.13327,51.528668,Unknown,12/01/2020,"(51.528668, -0.13327)",http://opendatacommunities.org/id/london-borough-council/camden,15,104
All Bar One,,108 New Oxford Street,,WC1A 1HB,7843,Pub/bar/nightclub,423807,FHRS,0,5,0,5,05/11/2019,False,13188,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529971,181439,-0.128216,51.516922,Unknown,12/01/2020,"(51.516922, -0.128216)",http://opendatacommunities.org/id/london-borough-council/camden,2,14
Benugo,Highgate Studios,53-79 Highgate Road,,NW5 1TL,1,Restaurant/Cafe/Canteen,1006861,FHRS,0,0,0,5,28/09/2017,False,183399,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,528722,185527,-0.144727,51.553947,Unknown,12/01/2020,"(51.553947, -0.144727)",http://opendatacommunities.org/id/london-borough-council/camden,12,87
Costa Coffee,,55 Marchmont Street,,WC1N 1AP,7844,Takeaway/sandwich shop,425811,FHRS,,,,5,08/05/2019,False,61116,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,530144,182346,-0.125403,51.525043,Unknown,12/01/2020,"(51.525043, -0.125403)",http://opendatacommunities.org/id/london-borough-council/camden,2,12
Vini Vivi,,35 Mill Lane,,NW6 1NB,1,Restaurant/Cafe/Canteen,708529,FHRS,5,5,5,5,20/03/2019,False,73781,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000132,Fortune Green,525059,185224,-0.197641,51.552047,Unknown,12/01/2020,"(51.552047, -0.197641)",http://opendatacommunities.org/id/london-borough-council/camden,5,33
Bartlett Mitchell (at Viacom),,17-29 Hawley Crescent,,NW1 8TT,1,Restaurant/Cafe/Canteen,1068801,FHRS,5,5,5,5,27/07/2018,False,195355,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528833,184127,-0.143639,51.54134,Unknown,12/01/2020,"(51.54134, -0.143639)",http://opendatacommunities.org/id/london-borough-council/camden,3,22
Barretts Butchers,,40 England's Lane,,NW3 4UE,4613,Retailers - other,424170,FHRS,10,10,10,3,07/08/2018,False,20761,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000128,Belsize,527513,184602,-0.162491,51.545917,Unknown,12/01/2020,"(51.545917, -0.162491)",http://opendatacommunities.org/id/london-borough-council/camden,1,4
Prince Of Wales Feathers,,8 Warren Street,,W1T 5LD,7843,Pub/bar/nightclub,424419,FHRS,0,5,0,5,14/01/2019,False,22700,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529242,182224,-0.138443,51.524153,Unknown,12/01/2020,"(51.524153, -0.138443)",http://opendatacommunities.org/id/london-borough-council/camden,2,10
Falafel Town,,19 Chalk Farm Road,,NW1 8AG,1,Restaurant/Cafe/Canteen,1157013,FHRS,10,15,20,1,26/06/2019,False,197112,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528651,184222,-0.146227,51.542244,Unknown,12/01/2020,"(51.542244, -0.146227)",http://opendatacommunities.org/id/london-borough-council/camden,3,17
Pret A Manger,"Unit 13 Ground Floor Western Concourse, Kings Cross Railway Station",Euston Road,,N1 9AP,7844,Takeaway/sandwich shop,470857,FHRS,5,5,5,5,26/06/2018,False,73982,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,12/01/2020,,http://opendatacommunities.org/id/london-borough-council/camden,,
Chamomile Cafe,,45 England's Lane,,NW3 4YD,1,Restaurant/Cafe/Canteen,1174688,FHRS,10,10,10,3,01/08/2019,False,197237,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000128,Belsize,527531,184571,-0.162243,51.545625,Unknown,12/01/2020,"(51.545625, -0.162243)",http://opendatacommunities.org/id/london-borough-council/camden,1,4
Sushi Dog by Kitopi Kitchens Ltd,"Unit 9-11, Kentish Town Industrial Estate",Regis Road,,NW5 3EW,7844,Takeaway/sandwich shop,1181610,FHRS,,,,4,22/10/2019,False,197368,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,528683,185189,-0.145413,51.550918,Unknown,12/01/2020,"(51.550918, -0.145413)",http://opendatacommunities.org/id/london-borough-council/camden,12,81
Lakefield Catering Education Centre,,41A Maresfield Gardens,,NW3 5RY,1,Restaurant/Cafe/Canteen,424312,FHRS,5,5,5,5,03/12/2019,False,21935,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000133,Frognal and Fitzjohns,526425,184988,-0.17802,51.549622,Unknown,12/01/2020,"(51.549622, -0.17802)",http://opendatacommunities.org/id/london-borough-council/camden,6,40
Yo!,,106 Tottenham Court Road,,W1T 4TT,1,Restaurant/Cafe/Canteen,1063477,FHRS,0,0,5,5,06/08/2019,False,193369,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529359,182072,-0.136813,51.522752,Unknown,12/01/2020,"(51.522752, -0.136813)",http://opendatacommunities.org/id/london-borough-council/camden,2,13
Wasabi,Regents Place,350 Euston Road,,NW1 3AX,1,Restaurant/Cafe/Canteen,426024,FHRS,5,5,5,5,16/05/2018,False,64466,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,528984,182239,-0.142155,51.524338,Unknown,12/01/2020,"(51.524338, -0.142155)",http://opendatacommunities.org/id/london-borough-council/camden,15,105
Healthy Hit,601-602 The Stables Market,Chalk Farm Road,,NW1 8AH,7844,Takeaway/sandwich shop,1152068,FHRS,10,15,20,1,12/06/2019,False,197031,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528546,184230,-0.147737,51.54234,Unknown,12/01/2020,"(51.54234, -0.147737)",http://opendatacommunities.org/id/london-borough-council/camden,3,17
Southbank International school,,16 Netherhall Gardens,,NW3 5TH,7845,School/college/university,1125760,FHRS,0,10,0,4,20/03/2019,False,193084,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000133,Frognal and Fitzjohns,526369,184951,-0.178855,51.549302,Unknown,12/01/2020,"(51.549302, -0.178855)",http://opendatacommunities.org/id/london-borough-council/camden,6,40
Bistro Lazz,,1 Highgate West Hill,,N6 6JS,1,Restaurant/Cafe/Canteen,425481,FHRS,10,5,10,3,20/07/2017,True,56496,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000137,Highgate,528271,186331,-0.150935,51.561284,Unknown,12/01/2020,"(51.561284, -0.150935)",http://opendatacommunities.org/id/london-borough-council/camden,10,68
The Garden Halls,Garden Halls,1 Cartwright Gardens,,WC1H 9EN,1,Restaurant/Cafe/Canteen,1019586,FHRS,0,5,0,5,15/11/2017,False,182940,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,530095,182547,-0.126035,51.526852,Unknown,12/01/2020,"(51.526852, -0.126035)",http://opendatacommunities.org/id/london-borough-council/camden,14,102
Hat & Tun,,3 Hatton Wall,,EC1N 8HX,7843,Pub/bar/nightclub,425656,FHRS,10,15,5,2,26/11/2018,False,58967,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,531353,182014,-0.10811,51.52178,Unknown,12/01/2020,"(51.52178, -0.10811)",http://opendatacommunities.org/id/london-borough-council/camden,11,75
HAVERSTOCK TAVERN,,94 Haverstock Hill,,NW3 2BD,7842,Hotel/bed & breakfast/guest house,1214121,FHRS,5,5,5,5,05/12/2019,False,197832,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000136,Haverstock,527848,184713,-0.157622,51.54683,Unknown,12/01/2020,"(51.54683, -0.157622)",http://opendatacommunities.org/id/london-borough-council/camden,9,62
Co-operative Group Food Ltd,,9 Fortess Road,,NW5 1AA,7840,Retailers - supermarkets/hypermarkets,1047561,FHRS,0,0,0,5,19/12/2017,False,84804,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,528955,185357,-0.141431,51.552366,Unknown,12/01/2020,"(51.552366, -0.141431)",http://opendatacommunities.org/id/london-borough-council/camden,12,80
The Honourable  Society of Lincoln’s Inn,Lincoln's Inn,Lincoln's Inn Fields,,WC2A 3TL,1,Restaurant/Cafe/Canteen,611005,FHRS,0,0,0,5,13/12/2019,False,78791,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530929,181446,-0.114414,51.516766,Unknown,12/01/2020,"(51.516766, -0.114414)",http://opendatacommunities.org/id/london-borough-council/camden,11,73
Marmara Supermarket,,7 Malden Road,,NW5 3HS,7840,Retailers - supermarkets/hypermarkets,759344,FHRS,5,10,10,3,31/03/2017,True,81360,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000136,Haverstock,528273,184683,-0.151502,51.54647,Unknown,12/01/2020,"(51.54647, -0.151502)",http://opendatacommunities.org/id/london-borough-council/camden,9,64
Al's Cafe,,553 Finchley Road,,NW3 7BJ,1,Restaurant/Cafe/Canteen,1181616,FHRS,10,15,20,1,21/08/2019,False,197375,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000132,Fortune Green,525193,185754,-0.195521,51.55678,Unknown,12/01/2020,"(51.55678, -0.195521)",http://opendatacommunities.org/id/london-borough-council/camden,5,36
Chinese Food,"7 D,E  The Stables Market",Chalk Farm Road,,NW1 8AH,7844,Takeaway/sandwich shop,894282,FHRS,10,10,10,3,19/08/2019,False,181512,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528546,184231,-0.147738,51.54234,Unknown,12/01/2020,"(51.54234, -0.147738)",http://opendatacommunities.org/id/london-borough-council/camden,3,17
Muji,,6-17 Tottenham Court Road,,W1T 1AZ,4613,Retailers - other,1109844,FHRS,0,0,0,5,25/02/2019,False,194618,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529745,181468,-0.13146,51.517243,Unknown,12/01/2020,"(51.517243, -0.13146)",http://opendatacommunities.org/id/london-borough-council/camden,2,9
The Chambeli,,146 Southampton Row,,WC1B 5AG,1,Restaurant/Cafe/Canteen,424383,FHRS,10,5,10,3,15/04/2019,False,22489,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530307,181928,-0.12321,51.52124,Unknown,12/01/2020,"(51.52124, -0.12321)",http://opendatacommunities.org/id/london-borough-council/camden,11,73
Primrose Pharmacy,,95 Regent's Park Road,,NW1 8UR,4613,Retailers - other,424363,FHRS,,,,Exempt,18/10/2017,False,22310,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,527925,184166,-0.156711,51.541897,Unknown,12/01/2020,"(51.541897, -0.156711)",http://opendatacommunities.org/id/london-borough-council/camden,3,18
Caffe 43,,43 Pratt Street,,NW1 0BJ,1,Restaurant/Cafe/Canteen,425451,FHRS,10,5,10,3,04/10/2018,False,56111,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,529172,183782,-0.13888,51.538162,Unknown,12/01/2020,"(51.538162, -0.13888)",http://opendatacommunities.org/id/london-borough-council/camden,3,20
The Salad Kitchen,,66 Leather Lane,,EC1N 7TR,7844,Takeaway/sandwich shop,1214116,FHRS,,,,AwaitingInspection,,False,197730,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,531254,181923,-0.10957,51.520985,Unknown,12/01/2020,"(51.520985, -0.10957)",http://opendatacommunities.org/id/london-borough-council/camden,11,75
LABS Worldwide LTD,Hogarth House,136 High Holborn,,WC1V 6PX,1,Restaurant/Cafe/Canteen,1097405,FHRS,0,10,0,4,13/11/2017,False,193830,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530388,181516,-0.122195,51.517519,Unknown,12/01/2020,"(51.517519, -0.122195)",http://opendatacommunities.org/id/london-borough-council/camden,11,77
Local Store,,14 Bloomsbury Street,,WC1B 3QA,4613,Retailers - other,1097451,FHRS,5,15,20,1,12/11/2018,False,195885,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530036,181508,-0.127269,51.517528,Unknown,12/01/2020,"(51.517528, -0.127269)",http://opendatacommunities.org/id/london-borough-council/camden,11,78
Senor Ceviche,,18 Charlotte Street,,W1T 2LZ,4613,Retailers - other,1049951,FHRS,10,10,10,3,18/02/2019,False,194181,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529519,181630,-0.134671,51.518743,Unknown,12/01/2020,"(51.518743, -0.134671)",http://opendatacommunities.org/id/london-borough-council/camden,2,9
Gourmet Burger Kitchen,,44 Brunswick Centre,,WC1N 1AE,1,Restaurant/Cafe/Canteen,425458,FHRS,0,5,0,5,26/09/2019,False,56253,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,530231,182302,-0.124167,51.524618,Unknown,12/01/2020,"(51.524618, -0.124167)",http://opendatacommunities.org/id/london-borough-council/camden,2,12
Christopher Hatton Primary,Christopher Hatton Primary Sch,38 Laystall Street,,EC1R 4PQ,7845,School/college/university,426523,FHRS,0,5,5,5,01/07/2019,False,9308,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,531033,182114,-0.112668,51.522744,Unknown,12/01/2020,"(51.522744, -0.112668)",http://opendatacommunities.org/id/london-borough-council/camden,11,79
The Enterprise,,2 Haverstock Hill,,NW3 2BL,7843,Pub/bar/nightclub,424741,FHRS,5,10,10,3,15/01/2019,False,3249,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000136,Haverstock,528171,184434,-0.153054,51.544251,Unknown,12/01/2020,"(51.544251, -0.153054)",http://opendatacommunities.org/id/london-borough-council/camden,9,64
Cosmoba,,9 Cosmo Place,,WC1N 3AP,1,Restaurant/Cafe/Canteen,423733,FHRS,5,10,5,4,02/07/2018,False,11274,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530337,181921,-0.12278,51.52117,Unknown,12/01/2020,"(51.52117, -0.12278)",http://opendatacommunities.org/id/london-borough-council/camden,11,73
Brookfield After School Club P3,Brookfield Primary School,Chester Road,,N19 5DH,7845,School/college/university,653486,FHRS,0,0,5,5,24/06/2019,False,78542,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000137,Highgate,528671,186577,-0.145074,51.563401,Unknown,12/01/2020,"(51.563401, -0.145074)",http://opendatacommunities.org/id/london-borough-council/camden,10,67
Fala Portuges,Eton Avenue Street Market,Eton Avenue,,NW3 3EL,4613,Retailers - other,842157,FHRS,5,5,10,4,27/02/2019,False,180420,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000128,Belsize,527398,184511,-0.164182,51.545117,Unknown,12/01/2020,"(51.545117, -0.164182)",http://opendatacommunities.org/id/london-borough-council/camden,1,4
RPS Halal and Groceries,,40 Chalton Street,,NW1 1JB,4613,Retailers - other,943055,FHRS,15,15,20,1,25/09/2019,False,183075,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000143,St Pancras and Somers Town,529844,182823,-0.12955,51.529399,Unknown,12/01/2020,"(51.529399, -0.12955)",http://opendatacommunities.org/id/london-borough-council/camden,16,115
Working Mens College,Working Mens College,44-46 Crowndale Road,,NW1 1TR,7845,School/college/university,425510,FHRS,5,5,5,5,08/12/2017,False,56967,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000143,St Pancras and Somers Town,529377,183462,-0.13603,51.535241,Unknown,12/01/2020,"(51.535241, -0.13603)",http://opendatacommunities.org/id/london-borough-council/camden,16,111
Holland & Barrett,,8 High Holborn,,WC1V 6DR,4613,Retailers - other,425315,FHRS,5,0,5,5,12/02/2018,False,54105,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,531102,181637,-0.111866,51.518441,Unknown,12/01/2020,"(51.518441, -0.111866)",http://opendatacommunities.org/id/london-borough-council/camden,11,73
Tex Ann,,178 Kilburn High Road,,NW6 4JD,4613,Retailers - other,1174673,FHRS,10,10,5,3,30/07/2019,False,196700,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000140,Kilburn,525172,183992,-0.19645,51.540958,Unknown,12/01/2020,"(51.540958, -0.19645)",http://opendatacommunities.org/id/london-borough-council/camden,13,90
VQ,,111a Great Russell Street,,WC1B 3NQ,1,Restaurant/Cafe/Canteen,667838,FHRS,5,5,5,5,17/07/2019,False,76773,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529818,181476,-0.130415,51.517298,Unknown,12/01/2020,"(51.517298, -0.130415)",http://opendatacommunities.org/id/london-borough-council/camden,2,14
St Pancras Grand and Champagne Bar by Searcys,"St Pancras Grand, St Pancras I",Euston Road,,N1C 4QL,1,Restaurant/Cafe/Canteen,470820,FHRS,5,5,5,5,26/03/2018,False,70895,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000143,St Pancras and Somers Town,530075,183055,-0.126121,51.53143,Unknown,12/01/2020,"(51.53143, -0.126121)",http://opendatacommunities.org/id/london-borough-council/camden,16,112
Ice Tank - Event Kichen,,5-7 Grape Street,,WC2H 8DR,7841,Other catering premises,1155704,FHRS,0,0,10,4,31/05/2019,False,196969,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530161,181372,-0.125505,51.516278,Unknown,12/01/2020,"(51.516278, -0.125505)",http://opendatacommunities.org/id/london-borough-council/camden,11,78
Josephines Filipino Resturant,,4 Charlotte Street,,W1T 2LP,1,Restaurant/Cafe/Canteen,423656,FHRS,10,10,10,3,22/10/2019,False,10122,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529548,181578,-0.134272,51.518269,Unknown,12/01/2020,"(51.518269, -0.134272)",http://opendatacommunities.org/id/london-borough-council/camden,2,9
Gail’s Bakery & Kitchen,,11-13 Bayley Street,,WC1B 3HD,1,Restaurant/Cafe/Canteen,571648,FHRS,5,5,5,5,13/06/2019,False,76884,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529694,181638,-0.132142,51.518782,Unknown,12/01/2020,"(51.518782, -0.132142)",http://opendatacommunities.org/id/london-borough-council/camden,2,9
Curled Leaf,,98 Mill Lane,,NW6 1NF,1,Restaurant/Cafe/Canteen,1066605,FHRS,5,5,10,4,12/07/2018,False,195131,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,524982,185157,-0.198775,51.551462,Unknown,12/01/2020,"(51.551462, -0.198775)",http://opendatacommunities.org/id/london-borough-council/camden,18,130
